StreetName,buldingNr,apartmentNr,postalCode,city,district
Wspólna,55,,62-081,Baranowo, 
Wypoczynkowa,55,,62-081,Baranowo, 
Słoneczna,56,,62-081,Baranowo, 
Wspólna,56,,62-081,Baranowo, 
Wypoczynkowa,56,,62-081,Baranowo, 
Wypoczynkowa,57,,62-081,Baranowo, 
Spokojna,58,,62-081,Baranowo, 
Słoneczna,58,,62-081,Baranowo, 
Wspólna,58,,62-081,Baranowo, 
Graniczna,59,,62-081,Baranowo, 
Szamotulska,59,,62-081,Baranowo, 
Wypoczynkowa,59,,62-081,Baranowo, 
Cicha,6,,62-081,Baranowo, 
Klonowa,6,,62-081,Baranowo, 
Letniskowa,6,,62-081,Baranowo, 
Lipowa,6,,62-081,Baranowo, 
Parkowa,6,,62-081,Baranowo, 
Pogodna,6,,62-081,Baranowo, 
Purpurowa,6,,62-081,Baranowo, 
Szamotulska,6,,62-081,Baranowo, 
Słoneczna,6,,62-081,Baranowo, 
Turkusowa,6,,62-081,Baranowo, 
Wspólna,6,,62-081,Baranowo, 
Spokojna,60,,62-081,Baranowo, 
Słoneczna,60,,62-081,Baranowo, 
Wiosenna,60,,62-081,Baranowo, 
Graniczna,61,,62-081,Baranowo, 
Spokojna,61,,62-081,Baranowo, 
Wypoczynkowa,61,,62-081,Baranowo, 
Spokojna,62,,62-081,Baranowo, 
Wypoczynkowa,63,,62-081,Baranowo, 
Poznańska,64,,62-081,Baranowo, 
Spokojna,64,,62-081,Baranowo, 
Wypoczynkowa,65,,62-081,Baranowo, 
Spokojna,66,,62-081,Baranowo, 
Spokojna,67,,62-081,Baranowo, 
Wypoczynkowa,67,,62-081,Baranowo, 
Spokojna,68,,62-081,Baranowo, 
Spokojna,69,,62-081,Baranowo, 
Słoneczna,69,,62-081,Baranowo, 
Wypoczynkowa,69,,62-081,Baranowo, 
Budowlanych,7,,62-081,Baranowo, 
Błękitna,7,,62-081,Baranowo, 
Lipowa,7,,62-081,Baranowo, 
Turkusowa,7,,62-081,Baranowo, 
Wczasowa,7,,62-081,Baranowo, 
Wspólna,7,,62-081,Baranowo, 
Spokojna,70,,62-081,Baranowo, 
Wypoczynkowa,71,,62-081,Baranowo, 
Spokojna,72,,62-081,Baranowo, 
Spokojna,73,,62-081,Baranowo, 
Wypoczynkowa,73,,62-081,Baranowo, 
Spokojna,74,,62-081,Baranowo, 
Wypoczynkowa,75,,62-081,Baranowo, 
Spokojna,76,,62-081,Baranowo, 
Wypoczynkowa,77,,62-081,Baranowo, 
Spokojna,78,,62-081,Baranowo, 
Wypoczynkowa,79,,62-081,Baranowo, 
Biała,8,,62-081,Baranowo, 
Budowlanych,8,,62-081,Baranowo, 
Cicha,8,,62-081,Baranowo, 
Klonowa,8,,62-081,Baranowo, 
Letniskowa,8,,62-081,Baranowo, 
Lipowa,8,,62-081,Baranowo, 
Szamotulska,8,,62-081,Baranowo, 
Słoneczna,8,,62-081,Baranowo, 
Wspólna,8,,62-081,Baranowo, 
Wypoczynkowa,8,,62-081,Baranowo, 
Spokojna,80,,62-081,Baranowo, 
Wypoczynkowa,81,,62-081,Baranowo, 
Spokojna,82,,62-081,Baranowo, 
Wypoczynkowa,83,,62-081,Baranowo, 
Wypoczynkowa,85,,62-081,Baranowo, 
Wypoczynkowa,87,,62-081,Baranowo, 
Wiosenna,89,,62-081,Baranowo, 
Wypoczynkowa,89,,62-081,Baranowo, 
Klonowa,9,,62-081,Baranowo, 
Letniskowa,9,,62-081,Baranowo, 
Pogodna,9,,62-081,Baranowo, 
Przemysława,9,,62-081,Baranowo, 
Spokojna,9,,62-081,Baranowo, 
Turkusowa,9,,62-081,Baranowo, 
Wczasowa,9,,62-081,Baranowo, 
Wspólna,9,,62-081,Baranowo, 
Wiosenna,91,,62-081,Baranowo, 
Wypoczynkowa,91,,62-081,Baranowo, 
Wiosenna,95,,62-081,Baranowo, 
Ogrodowa,1,,62-081,Chyby, 
Pastelowa,1,,62-081,Chyby, 
Pomarańczowa,1,,62-081,Chyby, 
Pastelowa,10,,62-081,Chyby, 
Pagórkowa,12,,62-081,Chyby, 
Pastelowa,12,,62-081,Chyby, 
Szkolna,12,,62-081,Chyby, 
Parkowa,13,,62-081,Chyby, 
Ogrodowa,14,,62-081,Chyby, 
Szkolna,14,,62-081,Chyby, 
Wiśniowa,14,,62-081,Chyby, 
Wiśniowa,15,,62-081,Chyby, 
Różana,16,,62-081,Chyby, 
Pagórkowa,17,,62-081,Chyby, 
Wiśniowa,18,,62-081,Chyby, 
Kwiatowa,19,,62-081,Chyby, 
Końcowa,2,,62-081,Chyby, 
Pastelowa,2,,62-081,Chyby, 
Szamotulska,2,,62-081,Chyby, 
Wiśniowa,20,,62-081,Chyby, 
Kwiatowa,21,,62-081,Chyby, 
Różana,21,,62-081,Chyby, 
Szkolna,21,,62-081,Chyby, 
Wiśniowa,21,,62-081,Chyby, 
Szamotulska,22,,62-081,Chyby, 
Wiśniowa,22,,62-081,Chyby, 
Wiśniowa,23,,62-081,Chyby, 
Ogrodowa,29,,62-081,Chyby, 
Końcowa,3,,62-081,Chyby, 
Lipowa,3,,62-081,Chyby, 
Pagórkowa,3,,62-081,Chyby, 
Wczasowa,3,,62-081,Chyby, 
Ogrodowa,31,,62-081,Chyby, 
Kwiatowa,32,,62-081,Chyby, 
Jodłowa,39,,62-081,Chyby, 
Ogrodowa,44,,62-081,Chyby, 
Wiśniowa,45,,62-081,Chyby, 
Szkolna,47,,62-081,Chyby, 
Końcowa,5,,62-081,Chyby, 
Sekwojowa,5,,62-081,Chyby, 
Ogrodowa,51,,62-081,Chyby, 
Szamotulska,57,,62-081,Chyby, 
Jodłowa,58,,62-081,Chyby, 
Pastelowa,7,,62-081,Chyby, 
Pastelowa,9,,62-081,Chyby, 
Stefana Batorego,12,,62-080,Batorowo, 
Stefana Batorego,44,,62-080,Batorowo, 
Batorowska,58,,62-080,Batorowo, 
Nad Stawem,6,,62-080,Batorowo, 
Zacisze,1,,62-080,Lusowo, 
Jemiołowa,10,,62-080,Lusowo, 
Nowa,10,,62-080,Lusowo, 
Poznańska,10,,62-080,Lusowo, 
Lipowa,11,,62-080,Lusowo, 
Ogrodowa,12,,62-080,Lusowo, 
Sikorki,12,,62-080,Lusowo, 
Jemiołowa,14,,62-080,Lusowo, 
Ogrodowa,15,,62-080,Lusowo, 
Wiktora Pniewskiego,16,,62-080,Lusowo, 
Lipowa,17,,62-080,Lusowo, 
Wierzbowa,17,,62-080,Lusowo, 
Lipowa,18,,62-080,Lusowo, 
Lipowa,19,,62-080,Lusowo, 
Poznańska,20,,62-080,Lusowo, 
Zielna,20,,62-080,Lusowo, 
Wierzbowa,23,,62-080,Lusowo, 
Nowa,26,,62-080,Lusowo, 
Lipowa,28,,62-080,Lusowo, 
Świt,28,,62-080,Lusowo, 
Świt,29,,62-080,Lusowo, 
Świt,3,,62-080,Lusowo, 
Świt,30,,62-080,Lusowo, 
Przylesie,31,,62-080,Lusowo, 
Świt,31,,62-080,Lusowo, 
Adama Białoszyńskiego,4,,62-080,Lusowo, 
Polna,41,,62-080,Lusowo, 
Ogrodowa,5,,62-080,Lusowo, 
Otowska,5,,62-080,Lusowo, 
Otowska,7,,62-080,Lusowo, 
Poznańska,86,,62-080,Lusowo, 
Poznańska,92,,62-080,Lusowo, 
Przy Jeziorze,1,,62-080,Lusówko, 
Przy Jeziorze,13,,62-080,Lusówko, 
Wodna,18,,62-080,Lusówko, 
Wodna,21,,62-080,Lusówko, 
Przy Jeziorze,23,,62-080,Lusówko, 
Otowska,26,,62-080,Lusówko, 
Otowska,32,,62-080,Lusówko, 
Otowska,36,,62-080,Lusówko, 
Wodna,6,,62-080,Lusówko, 
Otowska,60,,62-080,Lusówko, 
Sowia,10,,62-030,Luboń, 
Sowia,2,,62-030,Luboń, 
11 Listopada,153,,62-030,Luboń, 
Ludwika Solskiego,17,,62-030,Luboń, 
Ludwika Solskiego,3A,,62-030,Luboń, 
Ludwika Solskiego,3B,,62-030,Luboń, 
Ludwika Solskiego,3C,,62-030,Luboń, 
Ludwika Solskiego,3d,,62-030,Luboń, 
Ludwika Solskiego,5B,,62-030,Luboń, 
Ludwika Solskiego,5C,,62-030,Luboń, 
Ludwika Solskiego,5D,,62-030,Luboń, 
Ludwika Solskiego,5E,,62-030,Luboń, 
Głogowska,429,,60-004,Poznań, 
Osiedle Piastowskie,40,,61-152,Poznań, 
Osiedle Piastowskie,58,,60-156,Poznań, 
Starołęcka,18,,61-361,Poznań, 
Ludwika Zamenhofa,138C,,61-139,Poznań, 
Jesionowa,25,,61-432,Poznań, 
Dworcowa,1C,,62-070,Dopiewo, 
Obornicka,38,,62-002,Suchy Las, 
Obornicka,335,,60-689,Poznań, 
,73A,,61-289,Poznań, 
Warszawska,117,,61-047,Poznań, 
Warszawska,119,,61-047,Poznań, 
Czerniejewska,27a,,61-038,Poznań, 
Kruszwicka,2b,,61-045,Poznań, 
Kruszwicka,2c,,61-045,Poznań, 
Romana Maya,80/3,,61-371,Poznań, 
Poznańska,105,,62-080,Tarnowo Podgórne, 
,10/1,,61-655,Poznań, 
Bukowska,156,,60-198,Poznań, 
Bukowska,156,,60-198,Poznań, 
Poznańska,35,,62-020,Swarzędz, 
,84,,61-289,Poznań, 
,88,,61-289,Poznań, 
,80,,61-289,Poznań, 
,86,,61-289,Poznań, 
,85,,61-289,Poznań, 
,81,,61-289,Poznań, 
,87,,61-289,Poznań, 
,83,,61-289,Poznań, 
,82,,61-289,Poznań, 
,10,,61-286,Poznań, 
,11,,61-287,Poznań, 
,12,,61-286,Poznań, 
,13,,61-287,Poznań, 
,14,,61-286,Poznań, 
,15,,61-287,Poznań, 
,16,,61-286,Poznań, 
,17,,61-287,Poznań, 
,18,,61-286,Poznań, 
,19,,61-287,Poznań, 
,20,,61-286,Poznań, 
,21,,61-287,Poznań, 
,22,,61-287,Poznań, 
,23,,61-287,Poznań, 
,24,,61-287,Poznań, 
,25,,61-287,Poznań, 
,5,,61-287,Poznań, 
,6,,61-286,Poznań, 
,7,,61-287,Poznań, 
,8,,61-286,Poznań, 
,9,,61-287,Poznań, 
,26,,61-287,Poznań, 
,27,,61-287,Poznań, 
,28,,61-287,Poznań, 
,29,,61-287,Poznań, 
,30,,61-287,Poznań, 
,31,,61-287,Poznań, 
,32,,61-287,Poznań, 
,33,,61-287,Poznań, 
,34,,61-287,Poznań, 
,35,,61-287,Poznań, 
,36,,61-287,Poznań, 
,37,,61-287,Poznań, 
,38,,61-287,Poznań, 
,39,,61-287,Poznań, 
,40,,61-287,Poznań, 
,41,,61-287,Poznań, 
,42,,61-287,Poznań, 
,43,,61-287,Poznań, 
,44,,61-288,Poznań, 
,45,,61-288,Poznań, 
,46,,61-288,Poznań, 
,47,,61-288,Poznań, 
,48,,61-288,Poznań, 
,129,,61-293,Poznań, 
,130,,61-292,Poznań, 
,131,,61-293,Poznań, 
,132,,61-292,Poznań, 
,133,,61-293,Poznań, 
,134,,61-292,Poznań, 
,135,,61-293,Poznań, 
,136,,61-292,Poznań, 
,137,,61-293,Poznań, 
,138,,61-292,Poznań, 
,139,,61-293,Poznań, 
,114,,61-291,Poznań, 
,115,,61-291,Poznań, 
,116,,61-291,Poznań, 
,117,,61-291,Poznań, 
,118,,61-291,Poznań, 
,119,,61-291,Poznań, 
,120,,61-291,Poznań, 
,121,,61-291,Poznań, 
,122,,61-292,Poznań, 
,123,,61-293,Poznań, 
,124,,61-293,Poznań, 
,125,,61-293,Poznań, 
,126,,61-292,Poznań, 
,127,,61-293,Poznań, 
,128,,61-292,Poznań, 
,49,,61-288,Poznań, 
,50,,61-288,Poznań, 
,51,,61-288,Poznań, 
,52,,61-288,Poznań, 
,53,,61-288,Poznań, 
,54,,61-288,Poznań, 
,55,,61-288,Poznań, 
,56,,61-288,Poznań, 
,57,,61-288,Poznań, 
,58,,61-288,Poznań, 
,62,,61-288,Poznań, 
,63,,61-288,Poznań, 
,64,,61-288,Poznań, 
,65,,61-288,Poznań, 
,66,,61-288,Poznań, 
,67,,61-289,Poznań, 
,68,,61-289,Poznań, 
,69,,61-289,Poznań, 
,70,,61-289,Poznań, 
,71,,61-289,Poznań, 
,26,,60-688,Poznań, 
Osiedle Piastowskie,75A,,61-156,Poznań, 
Garbary,52,,61-869,Poznań, 
Żabikowska,66,,62-030,Luboń, 
Jana Pawła II,28,,61-139,Poznań, 
Rybaki,17,,61-883,Poznań, 
Rybaki,17,,61-883,Poznań, 
Świerkowa,8,,61-472,Poznań, 
Świerkowa,8,,61-472,Poznań, 
Świerkowa,8,,61-472,Poznań, 
Świerkowa,8,,61-472,Poznań, 
Raszyńska,48,,61-135,Poznań, 
Raszyńska,48,,61-135,Poznań, 
Marszałkowska,40,,60-327,Poznań, 
Marszałkowska,40,,60-327,Poznań, 
Podkomorska,49,,60-326,Poznań, 
Podkomorska,49,,60-326,Poznań, 
Romana Brandstaettera,1,,61-659,Poznań, 
Szamotulska,33,,60-365,Poznań, 
Szamotulska,33,,60-365,Poznań, 
Szamotulska,33,,60-365,Poznań, 
Warzywna,19,,61-658,Poznań, 
,101,,61-643,Poznań, 
,101,,61-643,Poznań, 
Tarnowska,27,,61-323,Poznań, 
Tarnowska,27,,61-323,Poznań, 
Hangarowa,14,,60-409,Poznań, 
Poznańska,1,,63-004,, 
Stanisława Przybyszewskiego,49,,60-355,Poznań, 
Bolesława Krzywoustego,121,,61-144,Poznań, 
Półwiejska,3,,61-885,Poznań, 
Plac Wiosny Ludów,2,,61-831,Poznań, 
Niezłomnych,1a,,61-894,Poznań, 
Półwiejska,19,,61-885,Poznań, 
Saperska,41,,61-493,Poznań, 
Aleje Solidarności,42,,61-696,Poznań, 
Aleje Solidarności,42,,61-696,Poznań, 
Kwiatowa,3,,61-882,Poznań, 
Garbary,16,,61-867,Poznań, 
Sędziwoja,29,,61-063,Poznań, 
Sędziwoja,31,,61-063,Poznań, 
Sędziwoja,55,,61-063,Poznań, 
Sędziwoja,57,,61-063,Poznań, 
Sędziwoja,59,,61-063,Poznań, 
Skawińska,38,,61-333,Poznań, 
Wadowicka,40,,61-333,Poznań, 
Wadowicka,49/1,,61-333,Poznań, 
Kórnicka,24,,61-141,Poznań, 
Bogumiła Krygowskiego,10,,61-680,Poznań, 
Ćmielowska,12,,61-334,Poznań, 
Lubartowska,16,,61-334,Poznań, 
Połaniecka,17,,61-335,Poznań, 
Rozwadowska,35a,,61-334,Poznań, 
Czernichowska,58,,61-334,Poznań, 
Tomaszowska,8,,61-333,Poznań, 
Starołęcka,209a,,61-341,Poznań, 
Tarnobrzeska,36,,61-354,Poznań, 
Adama Skałkowskiego,3,,61-606,Poznań, 
Adama Skałkowskiego,1,,61-606,Poznań, 
Adama Skałkowskiego,5,,61-606,Poznań, 
Adama Skałkowskiego,9,,61-606,Poznań, 
Adama Skałkowskiego,13,,61-606,Poznań, 
Adama Skałkowskiego,17,,61-606,Poznań, 
Adama Skałkowskiego,15,,61-606,Poznań, 
Adama Skałkowskiego,7,,61-606,Poznań, 
Adama Skałkowskiego,11,,61-606,Poznań, 
Zielna,7,,62-002,Suchy Las, 
Obornicka,346c,,62-002,Suchy Las, 
Irysowa,2,,63-004,Tulce, 
Irysowa,9,,63-004,Tulce, 
Franciszka Morawskiego,2 B,,60-239,Poznań, 
Leszka,31a,,61-062,Poznań, 
Leszka,31b,,61-062,Poznań, 
Leszka,31c,,61-062,Poznań, 
Leszka,31d,,61-062,Poznań, 
Leszka,31e,,61-062,Poznań, 
Leszka,31f,,61-062,Poznań, 
Leszka,31g,,61-062,Poznań, 
Leszka,31h,,61-062,Poznań, 
Bliźniąt,1,,61-244,Poznań, 
Bliźniąt,5,,61-244,Poznań, 
Romana Drewsa,3E,,61-670,Poznań, 
Forteczna,12a,,61-362,Poznań, 
Forteczna,3/5,,61-362,Poznań, 
Forteczna,14,,61-362,Poznań, 
Forteczna,14a,,61-362,Poznań, 
Falista,4a/12N,,61-249,Poznań, 
Forteczna,35,,61-362,Poznań, 
Forteczna,14a,,61-362,Poznań, 
Kościelna,52,,60-539,Poznań, 
Smolna,13A,,61-008,Poznań, 
Augustowska,8,,61-051,Poznań, 
Augustowska,20,,61-051,Poznań, 
Augustowska,22,,61-051,Poznań, 
Augustowska,24,,61-051,Poznań, 
Augustowska,26,,61-051,Poznań, 
Augustowska,28,,61-051,Poznań, 
Augustowska,30,,61-051,Poznań, 
Augustowska,32,,61-051,Poznań, 
Augustowska,34,,61-051,Poznań, 
Romana Maya,1,,61-371,Poznań, 
Osiedle Piastowskie,77,,61-159,Poznań, 
Nad Wierzbakiem,21,,60-611,Poznań, 
Nad Wierzbakiem,35a,,60-611,Poznań, 
Nad Wierzbakiem,37,,60-611,Poznań, 
Nad Wierzbakiem,39,,60-611,Poznań, 
Garncarska,2,,61-817,Poznań, 
,80H,,60-687,Poznań, 
,1A,,60-687,Poznań, 
,1B,,60-687,Poznań, 
,1C,,60-687,Poznań, 
,1D,,60-687,Poznań, 
,1E,,60-687,Poznań, 
,1F,,60-687,Poznań, 
,1G,,60-687,Poznań, 
,1H,,60-687,Poznań, 
,2a,,60-687,Poznań, 
,2b,,60-687,Poznań, 
,2c,,60-687,Poznań, 
,2d,,60-687,Poznań, 
,2e,,60-687,Poznań, 
,2f,,60-687,Poznań, 
,3A,,60-687,Poznań, 
,3B,,60-687,Poznań, 
,3C,,60-687,Poznań, 
,3D,,60-687,Poznań, 
,3E,,60-687,Poznań, 
,3F,,60-687,Poznań, 
,4a,,60-687,Poznań, 
,4b,,60-687,Poznań, 
,4c,,60-687,Poznań, 
,4d,,60-687,Poznań, 
,4e,,60-687,Poznań, 
,4f,,60-687,Poznań, 
,4g,,60-687,Poznań, 
,5a,,60-687,Poznań, 
,5b,,60-687,Poznań, 
,5c,,60-687,Poznań, 
,5d,,60-687,Poznań, 
,5e,,60-687,Poznań, 
,5f,,60-687,Poznań, 
,6a,,60-687,Poznań, 
,6b,,60-687,Poznań, 
,6c,,60-687,Poznań, 
,6d,,60-687,Poznań, 
,6e,,60-687,Poznań, 
,6f,,60-687,Poznań, 
,6g,,60-687,Poznań, 
,7a,1-10,60-687,Poznań, 
,7b,11-20,60-687,Poznań, 
,7c,21-30,60-687,Poznań, 
,7d,31-45,60-687,Poznań, 
,7e,46-55,60-687,Poznań, 
,7f,55-64,60-687,Poznań, 
,7g,65-74,60-687,Poznań, 
,8A,,60-687,Poznań, 
,8B,,60-687,Poznań, 
,8C,,60-687,Poznań, 
,8D,,60-687,Poznań, 
,8E,,60-687,Poznań, 
,8F,,60-687,Poznań, 
,8G,,60-687,Poznań, 
,9a,,60-687,Poznań, 
,9b,,60-687,Poznań, 
,9c,,60-687,Poznań, 
,9d,,60-687,Poznań, 
,9e,,60-687,Poznań, 
,9f,,60-687,Poznań, 
,9g,,60-687,Poznań, 
Górna Wilda,74/69,,61-563,Poznań, 
,25d,,60-687,Poznań, 
,25c,,60-687,Poznań, 
,27e,,60-687,Poznań, 
,27f,,60-687,Poznań, 
,27g,,60-687,Poznań, 
,25b,,60-687,Poznań, 
,27D,,60-687,Poznań, 
,25a,,60-687,Poznań, 
,27c,,60-687,Poznań, 
,27b,,60-687,Poznań, 
,27a,,60-687,Poznań, 
,28d,,60-687,Poznań, 
Stanisława Taczaka,18,,61-819,Poznań, 
Stanisława Taczaka,19,,61-819,Poznań, 
Święty Marcin,33,,61-806,Poznań, 
Święty Marcin,39,,61-806,Poznań, 
Święty Marcin,77,,61-808,Poznań, 
Franciszka Ratajczaka,14,,61-815,Poznań, 
Franciszka Ratajczaka,16,,61-815,Poznań, 
Franciszka Ratajczaka,18C,,61-815,Poznań, 
Franciszka Ratajczaka,18D,,61-815,Poznań, 
Franciszka Ratajczaka,22,,61-815,Poznań, 
Franciszka Ratajczaka,24,,61-815,Poznań, 
Franciszka Ratajczaka,27,,61-814,Poznań, 
Święty Marcin,78,,61-809,Poznań, 
Grobla,13A,,61-859,Poznań, 
Grobla,13B,,61-859,Poznań, 
Grobla,15,,61-859,Poznań, 
Grobla,17,,61-859,Poznań, 
Grobla,17a,,61-859,Poznań, 
Grobla,19,,61-859,Poznań, 
Grobla,1A,,61-858,Poznań, 
Grobla,1B,,61-858,Poznań, 
Mostowa,2,,61-854,Poznań, 
Mostowa,29,,61-854,Poznań, 
Mostowa,3,,61-854,Poznań, 
Mostowa,32,,61-854,Poznań, 
Garbary,38,,61-869,Poznań, 
Mostowa,3A,,61-854,Poznań, 
Mostowa,4,,61-854,Poznań, 
Garbary,44,,61-869,Poznań, 
Mostowa,4A,,61-854,Poznań, 
Za Groblą,6,,61-860,Poznań, 
Błażeja,6D,,61-608,Poznań, 
Błażeja,6C,,61-608,Poznań, 
Błażeja,4F,,61-608,Poznań, 
Błażeja,4B,,61-608,Poznań, 
Błażeja,4C,,61-608,Poznań, 
Błażeja,6B,,61-608,Poznań, 
Błażeja,4D,,61-608,Poznań, 
Błażeja,6A,,61-608,Poznań, 
Błażeja,4H,,61-608,Poznań, 
Błażeja,4E,,61-608,Poznań, 
Błażeja,6H,,61-608,Poznań, 
Błażeja,6G,,61-608,Poznań, 
Błażeja,4G,,61-608,Poznań, 
Błażeja,6F,,61-608,Poznań, 
Błażeja,6E,,61-608,Poznań, 
Błażeja,4A,,61-608,Poznań, 
Garbary,36,,61-868,Poznań, 
Mostowa,24,,61-854,Poznań, 
Za Bramką,4,,61-842,Poznań, 
Wszystkich Świętych,8,,61-843,Poznań, 
Literacka,45A,,60-461,Poznań, 
Literacka,45B,,60-461,Poznań, 
Literacka,45C,,60-461,Poznań, 
Literacka,45D,,60-461,Poznań, 
Literacka,45E,,60-461,Poznań, 
Literacka,45F,,60-461,Poznań, 
Literacka,45G,,60-461,Poznań, 
Literacka,45H,,60-461,Poznań, 
Literacka,45I,,60-461,Poznań, 
Owidiusza,28,,60-461,Poznań, 
Owidiusza,30,,60-461,Poznań, 
Owidiusza,32,,60-461,Poznań, 
Owidiusza,34,,60-461,Poznań, 
Owidiusza,36,,60-461,Poznań, 
Jasna Rola,36H,,61-609,Poznań, 
Jasna Rola,36L,,61-609,Poznań, 
Jasna Rola,36K,,61-609,Poznań, 
Jasna Rola,36J,,61-609,Poznań, 
Jasna Rola,43,,61-609,Poznań, 
Jasna Rola,52,,61-609,Poznań, 
Jasna Rola,59b,,61-609,Poznań, 
Jasna Rola,50,,61-609,Poznań, 
Jasna Rola,59c,,61-609,Poznań, 
Jasna Rola,54,,61-609,Poznań, 
,104,,60-670,Poznań, 
Fabryczna,1,,61-524,Poznań, 
28 Czerwca 1956 roku,150,,61-525,Poznań, 
Powstańcza,4,,61-546,Poznań, 
Świętego Jerzego,5,,61-546,Poznań, 
Wierzbięcice,50,,61-548,Poznań, 
Wierzbięcice,52,,61-548,Poznań, 
Wierzbięcice,54,,61-548,Poznań, 
Wierzbięcice,56,,61-548,Poznań, 
Wierzbięcice,58,,61-548,Poznań, 
Powstańcza,6,,61-546,Poznań, 
Raciborska,11,,60-472,Poznań, 
Raciborska,13,,60-472,Poznań, 
Raciborska,15,,60-472,Poznań, 
Raciborska,17,,60-472,Poznań, 
Raciborska,19,,60-472,Poznań, 
Raciborska,21,,60-472,Poznań, 
Raciborska,23,,60-472,Poznań, 
Raciborska,25,,60-472,Poznań, 
Raciborska,27,,60-472,Poznań, 
Raciborska,3,,60-472,Poznań, 
Raciborska,5,,60-472,Poznań, 
Raciborska,7,,60-472,Poznań, 
Ciechocińska,82,,60-473,Poznań, 
Ciechocińska,84,,60-473,Poznań, 
Ciechocińska,86,,60-473,Poznań, 
Ciechocińska,88,,60-473,Poznań, 
Raciborska,9,,60-472,Poznań, 
Ciechocińska,90,,60-473,Poznań, 
Ciechocińska,92,,60-473,Poznań, 
Ciechocińska,94,,60-473,Poznań, 
Mazowiecka,10,,60-617,Poznań, 
Mazowiecka,11,,60-617,Poznań, 
Podolska,20,,60-615,Poznań, 
Podolska,21,,60-615,Poznań, 
Podolska,22,,60-615,Poznań, 
Podolska,23,,60-615,Poznań, 
Mazowiecka,6,,60-617,Poznań, 
Mazowiecka,7,,60-617,Poznań, 
Podolska,8,,60-615,Poznań, 
Mazowiecka,9,,60-617,Poznań, 
Podolska,9,,60-615,Poznań, 
Ciechocińska,40,,60-473,Poznań, 
Czapla,12,,61-623,Poznań, 
Wilczak,15,,61-623,Poznań, 
Serbska,16a,,61-696,Poznań, 
Czapla,19,,61-623,Poznań, 
Czapla,3,,61-623,Poznań, 
Serbska,4a,,61-696,Poznań, 
Serbska,4b,,61-696,Poznań, 
Wilczak,7,,61-623,Poznań, 
Antona Czechowa,18,,60-461,Poznań, 
Nikołaja Gogola,2,,60-461,Poznań, 
Lwa Tołstoja,5,,60-461,Poznań, 
Nikołaja Gogola,5,,60-461,Poznań, 
Antona Czechowa,7,,60-461,Poznań, 
Iwana Bunina,7,,60-461,Poznań, 
Gustawa Herlinga-Grudzińskiego,1,,60-461,Poznań, 
Eugeniusza Paukszty,10,,60-461,Poznań, 
Gustawa Herlinga-Grudzińskiego,12,,60-461,Poznań, 
Literacka,165,,60-461,Poznań, 
Zbigniewa Herberta,2,,60-461,Poznań, 
Gustawa Herlinga-Grudzińskiego,4,,60-461,Poznań, 
Stefana Kisielewskiego,4,,60-461,Poznań, 
Zbigniewa Herberta,4,,60-461,Poznań, 
Eugeniusza Paukszty,7,,60-461,Poznań, 
Gustawa Herlinga-Grudzińskiego,7,,60-461,Poznań, 
Zbigniewa Herberta,7,,60-461,Poznań, 
Zbigniewa Herberta,8,,60-461,Poznań, 
Zbigniewa Herberta,9,,60-461,Poznań, 
Brzeska,1,,61-048,Poznań, 
Brzeska,2,,61-048,Poznań, 
Brzeska,4,,61-048,Poznań, 
Krańcowa,73,,61-048,Poznań, 
Krańcowa,77,,61-048,Poznań, 
Krańcowa,77a,,61-048,Poznań, 
Krańcowa,77b,,61-048,Poznań, 
Warszawska,82/136,,61-031,Poznań, 
Warszawska,82/144,,61-031,Poznań, 
Warszawska,82/184,,61-031,Poznań, 
Warszawska,82/185,,61-031,Poznań, 
Warszawska,82/224,,61-031,Poznań, 
Warszawska,82/99,,61-031,Poznań, 
Tadeusza Boya-Żeleńskiego,11,,60-461,Poznań, 
Tadeusza Boya-Żeleńskiego,13,,60-461,Poznań, 
Tadeusza Boya-Żeleńskiego,17,,60-461,Poznań, 
Witolda Gombrowicza,4a,,60-461,Poznań, 
Tadeusza Boya-Żeleńskiego,9,,60-461,Poznań, 
Karola Bunscha,1,,60-461,Poznań, 
Jana Kasprowicza,10,,60-461,Poznań, 
Teodora Parnickiego,10,,60-461,Poznań, 
Aleksandra Puszkina,11,,60-461,Poznań, 
Teodora Parnickiego,11,,60-461,Poznań, 
Jana Kasprowicza,12,,60-461,Poznań, 
Teodora Parnickiego,13,,60-461,Poznań, 
Aleksandra Puszkina,14,,60-461,Poznań, 
Aleksandra Puszkina,16,,60-461,Poznań, 
Literacka,163,,60-461,Poznań, 
Literacka,173,,60-461,Poznań, 
Jana Kasprowicza,18,,60-461,Poznań, 
Aleksandra Puszkina,19,,60-461,Poznań, 
Ewy Szelburg-Zarembiny,2,,60-461,Poznań, 
Karola Bunscha,2,,60-461,Poznań, 
Michaiła Bułhakowa,2,,60-461,Poznań, 
Melchiora Wańkowicza,27,,60-461,Poznań, 
Leszka Proroka,28,,60-461,Poznań, 
Jana Kasprowicza,3,,60-461,Poznań, 
Michaiła Bułhakowa,3,,60-461,Poznań, 
Leszka Proroka,30,,60-461,Poznań, 
Karola Bunscha,4,,60-461,Poznań, 
Karola Bunscha,5,,60-461,Poznań, 
Melchiora Wańkowicza,50,,60-461,Poznań, 
Ewy Szelburg-Zarembiny,6,,60-461,Poznań, 
Jana Kasprowicza,6,,60-461,Poznań, 
