StreetName,buldingNr,apartmentNr,postalCode,city,district
Generała Stefana Grota-Roweckiego,139,,52-214,Wrocław, 
Wacława Potockiego,2,,51-153,Wrocław, 
Stefana Czarnieckiego,39,,53-626,Wrocław, 
Henryka Michała Kamieńskiego,56a,,51-124,Wrocław, 
Piotra Czajkowskiego,132,,51-147,Wrocław, 
Wietrzna,16,,53-024,Wrocław, 
Generała Stanisława Maczka,23a,,52-201,Wrocław, 
Księdza Czesława Klimasa,8,,50-515,Wrocław, 
Bartosza Głowackiego,8,,51-691,Wrocław, 
Aleja Jana Kochanowskiego,67,,51-602,Wrocław, 
Zwycięska,12b,,53-033,Wrocław, 
Aleja Śliwowa,6,,54-106,Wrocław, 
Hutnicza,34,,54-139,Wrocław, 
Biskupa Ignacego Krasickiego,10a,,51-144,Wrocław, 
Fryderyka Skarbka,1,,52-413,Wrocław, 
Grecka,73,,54-406,Wrocław, 
Marcepanowa,9a,,52-332,Wrocław, 
Aleja Generała Józefa Hallera,184,,53-203,Wrocław, 
Mariana Morelowskiego,3,,52-429,Wrocław, 
Romualda Mielczarskiego,52,,51-663,Wrocław, 
Białostocka,41,,54-101,Wrocław, 
Wiosenna,6,,53-017,Wrocław, 
Łaska,2,,54-617,Wrocław, 
Strońska,24a,,50-540,Wrocław, 
Pilczycka,121,,54-144,Wrocław, 
Leona Petrażyckiego,66,,52-434,Wrocław, 
Giżycka,1a,,51-163,Wrocław, 
Marii Konopnickiej,30,,51-141,Wrocław, 
Trzebowiańska,18,,54-153,Wrocław, 
Monte Cassino,35,,51-681,Wrocław, 
Miechowska,3,,54-032,Wrocław, 
Lazurowa,2,,54-044,Wrocław, 
Morska,21,,54-317,Wrocław, 
Źródlana,16,,54-043,Wrocław, 
Myszkowska,12,,52-019,Wrocław, 
Poświęcka,17c,,51-128,Wrocław, 
Lakiernicza,28,,53-205,Wrocław, 
Jerzmanowska,18,,54-530,Wrocław, 
Kielecka,20a,,54-029,Wrocław, 
Słowińców,3,,52-339,Wrocław, 
Kornela Ujejskiego,10,,51-141,Wrocław, 
Henryka Arctowskiego,3,,53-211,Wrocław, 
Aleksandra Orłowskiego,16a,,51-637,Wrocław, 
Holenderska,45,,54-404,Wrocław, 
Żytomierska,17,,54-620,Wrocław, 
Tęczowa,78a,,53-603,Wrocław, 
Redycka,11a,,51-169,Wrocław, 
Terenowa,6f,,52-231,Wrocław, 
Tadeusza Czackiego,8,,51-607,Wrocław, 
Roberta Kocha,2a,,51-112,Wrocław, 
Wieczysta,125,,50-550,Wrocław, 
Malborska,5a,,51-351,Wrocław, 
Poranna,33a,,53-026,Wrocław, 
Działdowska,17,,51-429,Wrocław, 
Widok,10,,50-052,Wrocław, 
Junacka,54a,,54-020,Wrocław, 
Słonimska,15,,54-618,Wrocław, 
Swojczycka,138,,51-502,Wrocław, 
Warciańska,36,,54-128,Wrocław, 
Sportowa,12b,,51-149,Wrocław, 
Starodębowa,67,,51-251,Wrocław, 
Stabłowicka,1,,54-058,Wrocław, 
Mikołaja Reja,72a,,50-343,Wrocław, 
Braci Gierymskich,63,,51-640,Wrocław, 
Belgradzka,19,,51-208,Wrocław, 
Czołgistów,1,,52-207,Wrocław, 
Skarbowców,85b,,53-025,Wrocław, 
Belgijska,32,,54-404,Wrocław, 
Jarnołtowska,13b,,54-530,Wrocław, 
Wilanowska,67,,51-206,Wrocław, 
Serowarska,2b,,54-009,Wrocław, 
Spółdzielcza,24,,51-662,Wrocław, 
Sułowska,23d,,51-180,Wrocław, 
Watowa,7,,54-074,Wrocław, 
Eugeniusza Zaka,14,,51-640,Wrocław, 
Grunwaldzka,98,,50-357,Wrocław, 
Mikołaja Sępa-Szarzyńskiego,30,,50-351,Wrocław, 
Leopolda Tyrmanda,15,,54-608,Wrocław, 
Maślicka,84a,,54-107,Wrocław, 
Rędzińska,49,,54-106,Wrocław, 
Dziwnowska,18,,54-315,Wrocław, 
Aleja Jana Kochanowskiego,92,,51-601,Wrocław, 
Generała Leopolda Okulickiego,48,,51-216,Wrocław, 
Księdza Norberta Bonczyka,5,,51-138,Wrocław, 
Sasankowa,2,,51-252,Wrocław, 
Generała Ludwika Mierosławskiego,13,,51-682,Wrocław, 
Wędkarzy,21,,51-050,Wrocław, 
Władysława Orkana,3,,51-153,Wrocław, 
Spiżowa,11,,53-442,Wrocław, 
Gromadzka,52,,54-007,Wrocław, 
Wielkopolska,37a,,54-027,Wrocław, 
Franciszka Karpińskiego,13,,51-144,Wrocław, 
Leopolda Staffa,1a,,51-144,Wrocław, 
Stanisława Dubois,12,,50-207,Wrocław, 
Piękna,24,,50-505,Wrocław, 
Spółdzielcza,27,,51-662,Wrocław, 
Lewa,21,,54-114,Wrocław, 
Meliorancka,34a,,51-180,Wrocław, 
Mokrzańska,35,,54-020,Wrocław, 
Kiełczowska,45,,51-315,Wrocław, 
Przedwiośnie,87,,51-211,Wrocław, 
Piotra Norblina,32,,51-664,Wrocław, 
Sarnia,11,,52-129,Wrocław, 
Miłostowska,17,,51-315,Wrocław, 
Lekcyjna,53,,51-169,Wrocław, 
Księdza Jana Dzierżonia,5,,52-413,Wrocław, 
Henryka Michała Kamieńskiego,28c,,51-124,Wrocław, 
Maurycego Beniowskiego,20,,53-210,Wrocław, 
Marszowicka,150,,54-078,Wrocław, 
Brzuchowicka,19,,51-203,Wrocław, 
Karmelkowa,12b,,52-436,Wrocław, 
Tadeusza Kościuszki,79,,50-442,Wrocław, 
Ignacego Domeyki,20,,53-209,Wrocław, 
Przesiecka,43,,54-048,Wrocław, 
Pedagogiczna,8,,51-213,Wrocław, 
Hermanowska,17,,54-314,Wrocław, 
Edwarda Suchardy,8,,50-362,Wrocław, 
Poświęcka,24,,51-128,Wrocław, 
Mrągowska,8,,54-111,Wrocław, 
Świnoujska,17,,54-313,Wrocław, 
Artura Grottgera,15,,51-630,Wrocław, 
Lidzbarska,43,,54-111,Wrocław, 
Rędzińska,51,,54-106,Wrocław, 
Dróżnicza,19a,,52-129,Wrocław, 
Zbożowa,12,,54-067,Wrocław, 
Czechowicka,34,,52-016,Wrocław, 
Piławska,5a,,50-538,Wrocław, 
Franciszka Stefczyka,57,,51-662,Wrocław, 
Gliniana,62,,50-526,Wrocław, 
Aleja Tadeusza Boya-Żeleńskiego,24,,51-160,Wrocław, 
Szczęśliwa,40a,,53-418,Wrocław, 
Stolarska,35,,53-205,Wrocław, 
Piechowicka,53,,54-049,Wrocław, 
Młodych Techników,10,,53-646,Wrocław, 
Podolska,6,,54-620,Wrocław, 
Połabian,87,,52-339,Wrocław, 
Strzegomska,278,,54-432,Wrocław, 
Grabowa,53,,54-115,Wrocław, 
Ołtaszyńska,49,,53-010,Wrocław, 
Piotra Norblina,26,,51-664,Wrocław, 
Krokusowa,1,,51-252,Wrocław, 
Partynicka,5a,,53-031,Wrocław, 
Ludwika Solskiego,32,,52-416,Wrocław, 
Maurycego Mochnackiego,15,,51-122,Wrocław, 
Chłodna,14,,53-022,Wrocław, 
Onufrego Zagłoby,60,,54-514,Wrocław, 
Twardogórska,26,,51-126,Wrocław, 
Plac Świętego Macieja,4,,50-244,Wrocław, 
Świdnicka,45,,50-028,Wrocław, 
Żmigrodzka,255b,,51-129,Wrocław, 
Słubicka,51,,53-615,Wrocław, 
Generała Kazimierza Pułaskiego,40,,50-443,Wrocław, 
Marcelego Bacciarellego,4,,51-649,Wrocław, 
Generała Romana Abrahama,24,,52-206,Wrocław, 
wybrzeże Juliusza Słowackiego,8,,50-413,Wrocław, 
Generała Ignacego Prądzyńskiego,37,,50-433,Wrocław, 
Nyska,27,,50-504,Wrocław, 
Wierzbowa,6,,50-056,Wrocław, 
Generała Leopolda Okulickiego,26,,51-216,Wrocław, 
Kamila Stefki,40,,52-428,Wrocław, 
Czechowicka,13a,,52-016,Wrocław, 
Niedźwiedzia,27,,54-232,Wrocław, 
Henryka Michała Kamieńskiego,200,,51-126,Wrocław, 
Owczarska,3,,54-020,Wrocław, 
Hodowlana,15,,54-109,Wrocław, 
Aleja Piastów,89b,,52-424,Wrocław, 
Małopolska,54,,54-032,Wrocław, 
Lubelska,90,,54-101,Wrocław, 
Strońska,8c,,50-540,Wrocław, 
Chorwacka,62,,51-107,Wrocław, 
Marcelego Bacciarellego,26,,51-649,Wrocław, 
Osobowicka,126,,51-004,Wrocław, 
Piotra Ignuta,59,,54-151,Wrocław, 
Jana Mikulicza-Radeckiego,5,,50-345,Wrocław, 
Mysłakowicka,12,,54-049,Wrocław, 
Jedności Narodowej,72-80,,50-261,Wrocław, 
Porębska,2,,54-048,Wrocław, 
Bzowa,85,,53-226,Wrocław, 
Lechitów,6,,51-426,Wrocław, 
Monte Cassino,45,,51-681,Wrocław, 
Dworska,4a,,54-144,Wrocław, 
Rdestowa,5,,54-530,Wrocław, 
Lipska,9f,,51-003,Wrocław, 
Jajczarska,35,,54-008,Wrocław, 
Goplan,8,,52-340,Wrocław, 
Jarnołtowska,24c,,54-530,Wrocław, 
Pusta,1a,,54-614,Wrocław, 
Plac Nowy Targ,17,,50-143,Wrocław, 
Czekoladowa,74a,,52-326,Wrocław, 
Latawcowa,3,,54-130,Wrocław, 
Młodych Techników,7,,53-647,Wrocław, 
Ludowa,15,,51-503,Wrocław, 
Rodzinna,19,,53-029,Wrocław, 
Stanów Zjednoczonych,76,,54-403,Wrocław, 
Bażancia,17,,51-417,Wrocław, 
Różana,8a,,53-226,Wrocław, 
Kowalska,58,,51-424,Wrocław, 
Sycowska,42b,,51-319,Wrocław, 
Partynicka,28,,53-031,Wrocław, 
Hubska,67,,50-501,Wrocław, 
Zagłębiowska,28,,52-007,Wrocław, 
Augustowska,47,,54-112,Wrocław, 
Gajowicka,104,,53-407,Wrocław, 
Rybnicka,68,,52-016,Wrocław, 
Aleja Armii Krajowej,8a,,50-541,Wrocław, 
Zofii Nałkowskiej,5,,52-422,Wrocław, 
Robotnicza,10,,53-608,Wrocław, 
Elbląska,37,,54-314,Wrocław, 
Braci Gierymskich,84,,51-640,Wrocław, 
Sobótki,23,,52-433,Wrocław, 
Woronowicka,2,,54-016,Wrocław, 
Wacława Gąsiorowskiego,23,,51-142,Wrocław, 
Tyska,2-4,,52-014,Wrocław, 
Partyzantów,78,,51-675,Wrocław, 
Stefana Czarnieckiego,30,,53-651,Wrocław, 
Kamiennogórska,101,,54-033,Wrocław, 
Fiołkowa,12,,53-239,Wrocław, 
Kozanowska,22,,54-152,Wrocław, 
Kardynała Stefana Wyszyńskiego,137,,50-307,Wrocław, 
Karola Darwina,7,,52-415,Wrocław, 
Ostródzka,19,,54-116,Wrocław, 
Zakopiańska,25,,54-031,Wrocław, 
Towarowa,3,,54-066,Wrocław, 
Wacława Gąsiorowskiego,14a,,51-142,Wrocław, 
Elementarzowa,12,,51-173,Wrocław, 
Dobrzańska,19,,54-153,Wrocław, 
Wronia,16,,51-417,Wrocław, 
Zakopiańska,31,,54-031,Wrocław, 
Stacha Świstackiego,5,,50-430,Wrocław, 
Zwycięska,42,,53-033,Wrocław, 
Tarasa Szewczenki,28b,,51-351,Wrocław, 
Włodzimierza Majakowskiego,6,,54-317,Wrocław, 
Lutyńska,50,,54-010,Wrocław, 
Aleja Tadeusza Boya-Żeleńskiego,43,,51-160,Wrocław, 
Pasieczna,25,,54-108,Wrocław, 
Skałeczna,12a,,54-055,Wrocław, 
Tęczowa,84,,53-603,Wrocław, 
Pierwszej Dywizji,18,,51-674,Wrocław, 
Miłostowska,2,,51-315,Wrocław, 
Złotostocka,11,,50-511,Wrocław, 
Terenowa,18,,52-231,Wrocław, 
Krucza,39,,53-410,Wrocław, 
Zamojska,22,,54-102,Wrocław, 
Redycka,15a,,51-169,Wrocław, 
Jana Szanieckiego,10,,51-692,Wrocław, 
Kardynała Stefana Wyszyńskiego,113,,50-307,Wrocław, 
Szczęśliwa,42,,53-418,Wrocław, 
Opolska,43,,52-010,Wrocław, 
Krzycka,24,,53-020,Wrocław, 
Sowia,63,,53-024,Wrocław, 
Orzechowa,108,,50-540,Wrocław, 
Bułgarska,14,,51-112,Wrocław, 
Chałupnicza,29a,,51-503,Wrocław, 
Dróżnicza,5,,52-129,Wrocław, 
Teofila Lenartowicza,7,,51-140,Wrocław, 
Gajowicka,123,,53-407,Wrocław, 
Warciańska,41a,,54-128,Wrocław, 
Zatorska,37,,51-215,Wrocław, 
Karmelkowa,2,,52-436,Wrocław, 
Rabczańska,18,,54-035,Wrocław, 
Goleszan,12,,52-340,Wrocław, 
Bolesława Ulanowskiego,11a,,53-144,Wrocław, 
Bednarska,12,,54-134,Wrocław, 
Działdowska,18,,51-429,Wrocław, 
Starodębowa,48,,51-251,Wrocław, 
Strzegomska,210-212,,54-432,Wrocław, 
Bartłomieja Strachowskiego,1,,52-210,Wrocław, 
Krzemieniecka,67,,54-613,Wrocław, 
Marcina Bukowskiego,154,,52-418,Wrocław, 
Leona Petrażyckiego,29,,52-419,Wrocław, 
Tyniecka,11,,52-407,Wrocław, 
Liliowa,2,,51-253,Wrocław, 
Jana Głogowczyka,14,,51-604,Wrocław, 
Stefana Drzewieckiego,25,,54-129,Wrocław, 
Latawcowa,21,,54-130,Wrocław, 
Nożownicza,25,,50-147,Wrocław, 
Krzeszowska,10,,54-032,Wrocław, 
Jana Skrzetuskiego,62,,54-515,Wrocław, 
Pawła Eluarda,40,,54-019,Wrocław, 
Białowieska,36,,54-234,Wrocław, 
Jana Palacha,9,,51-348,Wrocław, 
Zatorska,44,,51-215,Wrocław, 
Zwycięska,14f/1,,53-033,Wrocław, 
Marsowa,1b,,52-128,Wrocław, 
Wacława Potockiego,3c,,51-153,Wrocław, 
Parafialna,69,,52-233,Wrocław, 
Żeglarska,28,,53-213,Wrocław, 
Czekoladowa,80,,52-326,Wrocław, 
Szczepińska,4,,53-655,Wrocław, 
Świętego Mikołaja,12,,50-125,Wrocław, 
Pełczyńska,113a,,51-180,Wrocław, 
Młodzieżowa,33,,54-020,Wrocław, 
Aleksandra Orłowskiego,11,,51-637,Wrocław, 
Wojciecha Gersona,12,,51-664,Wrocław, 
Mikołaja Reja,62,,50-343,Wrocław, 
Opolska,119e,,52-013,Wrocław, 
Grabiszyńska,97,,53-439,Wrocław, 
Gałowska,21a,,54-530,Wrocław, 
Braniborska,41,,53-680,Wrocław, 
Hubska,76,,50-502,Wrocław, 
Wejherowska,77,,54-239,Wrocław, 
Stobrawska,20,,54-211,Wrocław, 
Jarnołtowska,73,,54-530,Wrocław, 
Samuela Bogumiła Lindego,15,,51-138,Wrocław, 
Józefa Chełmońskiego,38a,,51-630,Wrocław, 
Godfryda Linkego,26,,52-130,Wrocław, 
Blizanowicka,2,,52-018,Wrocław, 
Braci Gierymskich,71,,51-640,Wrocław, 
Krzycka,86g,,53-020,Wrocław, 
Honoriusza Balzaka,44a,,52-437,Wrocław, 
Młodych Techników,49,,53-647,Wrocław, 
Stanisława Przybyszewskiego,33,,51-151,Wrocław, 
Sobieszowska,17,,54-057,Wrocław, 
Lniana,20,,50-520,Wrocław, 
Siewców,12,,52-230,Wrocław, 
Franciszka Stefczyka,70,,51-662,Wrocław, 
Zawiszy Czarnego,105,,52-241,Wrocław, 
Stefana Jaracza,52,,50-305,Wrocław, 
Szkocka,42,,54-402,Wrocław, 
Seweryna Goszczyńskiego,6,,51-138,Wrocław, 
Poranna,39a,,53-026,Wrocław, 
Graniczna,117,,54-530,Wrocław, 
Tadeusza Kościuszki,124,,50-439,Wrocław, 
Drohobycka,18b,,54-620,Wrocław, 
Opatowicka,27,,52-028,Wrocław, 
Braci Gierymskich,127,,51-640,Wrocław, 
Jana Skrzetuskiego,66,,54-515,Wrocław, 
Łuczan,15,,52-339,Wrocław, 
Plac Grunwaldzki,3c,,50-377,Wrocław, 
Ołtaszyńska,136,,53-034,Wrocław, 
Ignacego Mościckiego,39,,52-110,Wrocław, 
Juliana Tuwima,3,,53-021,Wrocław, 
Tarnogajska,12,,50-512,Wrocław, 
Generała Józefa Sowińskiego,17,,51-685,Wrocław, 
Osiniecka,52,,54-530,Wrocław, 
Krzemieniecka,63,,54-613,Wrocław, 
Starodworska,21,,52-020,Wrocław, 
Mosiężna,1,,53-441,Wrocław, 
Miłoszycka,56,,51-502,Wrocław, 
Wołowska,9,,51-116,Wrocław, 
Zagony,77,,54-614,Wrocław, 
Krępicka,44,,54-018,Wrocław, 
Marcelego Nenckiego,144,,52-212,Wrocław, 
Obrońców Poczty Gdańskiej,13,,52-204,Wrocław, 
Kościańska,8,,54-027,Wrocław, 
Kozia,13a,,54-104,Wrocław, 
Janusza Meissnera,9,,54-622,Wrocław, 
Marcina Bukowskiego,16,,52-418,Wrocław, 
Odrodzenia Polski,1b,,51-218,Wrocław, 
Złotnicka,4c,,54-029,Wrocław, 
Starogajowa,22,,54-047,Wrocław, 
Bukowa,13,,54-115,Wrocław, 
Grabiszyńska,331a,,53-236,Wrocław, 
Aleja Róż,18,,52-122,Wrocław, 
Leopolda Tyrmanda,44,,54-608,Wrocław, 
Pasieczna,45,,54-108,Wrocław, 
Desantowa,9,,54-530,Wrocław, 
Kuropatwia,11-13,,51-419,Wrocław, 
Aleja Kasztanowa,2a,,53-125,Wrocław, 
Jana Ostroroga,3a,,52-421,Wrocław, 
Pilczycka,101,,54-150,Wrocław, 
Postępowa,97,,54-618,Wrocław, 
Różana,45,,53-226,Wrocław, 
Bliźniacza,9,,54-614,Wrocław, 
Głuszycka,2,,54-046,Wrocław, 
Honoriusza Balzaka,24,,52-437,Wrocław, 
Plac Katedralny,17,,50-329,Wrocław, 
Odrodzenia Polski,22,,51-218,Wrocław, 
Jagniątkowska,20,,54-048,Wrocław, 
Redycka,51,,51-169,Wrocław, 
Lubelska,89,,54-101,Wrocław, 
Aleja Piastów,22a,,52-425,Wrocław, 
Milicka,33,,51-127,Wrocław, 
Czerniawska,9,,50-576,Wrocław, 
Sadownicza,6,,54-109,Wrocław, 
Jana Sebastiana Bacha,6,,50-305,Wrocław, 
Aleja Generała Józefa Hallera,196,,53-203,Wrocław, 
Rabczańska,5,,54-035,Wrocław, 
Rabczańska,39,,54-035,Wrocław, 
Górnicza,81,,54-136,Wrocław, 
Rumiankowa,60a,,54-512,Wrocław, 
Krucza,12,,53-411,Wrocław, 
Mysłakowicka,4,,54-049,Wrocław, 
Tarnowska,1,,54-030,Wrocław, 
Karola Olszewskiego,118,,51-646,Wrocław, 
Jana Brzechwy,66,,51-141,Wrocław, 
Karmelkowa,25,,52-437,Wrocław, 
Legnicka,42,,53-674,Wrocław, 
Jana Stanisławskiego,9,,51-638,Wrocław, 
Karola Szymanowskiego,29,,51-609,Wrocław, 
Szara,6,,54-043,Wrocław, 
Śnieżna,51a,,54-043,Wrocław, 
Legnicka,150,,54-206,Wrocław, 
Marcelego Bacciarellego,13,,51-649,Wrocław, 
Smętna,7,,51-681,Wrocław, 
Trójkątna,1b,,54-414,Wrocław, 
Włodzimierza Majakowskiego,3,,54-317,Wrocław, 
Na Ostatnim Groszu,52,,54-207,Wrocław, 
Szklarska,26,,54-138,Wrocław, 
Piotra Czajkowskiego,68-70,,51-147,Wrocław, 
Leopolda Staffa,16,,51-144,Wrocław, 
Czesława Tańskiego,9,,54-129,Wrocław, 
Głogowska,25,,53-621,Wrocław, 
Łączności,9,,53-330,Wrocław, 
Wojciecha Bogusławskiego,91,,50-023,Wrocław, 
Piotra Ignuta,83,,54-151,Wrocław, 
Ignacego Domeyki,9,,53-209,Wrocław, 
Wełniana,31,,54-059,Wrocław, 
Kosynierów Gdyńskich,89,,51-687,Wrocław, 
Braniewska,5,,54-109,Wrocław, 
Zielona,19,,54-044,Wrocław, 
Brzuchowicka,11,,51-203,Wrocław, 
Rolna,56,,54-110,Wrocław, 
Dolnobrzeska,53,,54-072,Wrocław, 
Ludwika Idzikowskiego,46a,,54-129,Wrocław, 
Elizy Orzeszkowej,82,,50-311,Wrocław, 
Pienińska,3,,54-045,Wrocław, 
Jeżowska,13,,54-049,Wrocław, 
Partyzantów,4,,51-672,Wrocław, 
Gajowa,58,,50-520,Wrocław, 
Kordiana,13,,51-348,Wrocław, 
Przemysłowa,16a,,52-333,Wrocław, 
Zakrzowska,21,,51-318,Wrocław, 
Dziadoszańska,22,,54-153,Wrocław, 
Bartosza Głowackiego,2,,51-691,Wrocław, 
Lakiernicza,22a,,53-205,Wrocław, 
Gazowa,24,,50-513,Wrocław, 
Popowicka,150,,54-238,Wrocław, 
Wilkszyńska,62,,54-079,Wrocław, 
Komorowska,15,,54-436,Wrocław, 
Bernarda Belotta Canaletta,71,,51-650,Wrocław, 
Agrestowa,8,,53-006,Wrocław, 
Józefa Brandta,14,,51-631,Wrocław, 
Ścinawska,1-19,,53-642,Wrocław, 
Australijska,47,,54-404,Wrocław, 
Kapliczna,5,,51-006,Wrocław, 
Kampinoska,25,,53-133,Wrocław, 
Angielska,17,,54-402,Wrocław, 
Eugeniusza Zaka,4,,51-640,Wrocław, 
Kalinowa,42,,53-009,Wrocław, 
Sycowska,10d,,51-319,Wrocław, 
Leopolda Tyrmanda,4,,54-608,Wrocław, 
Północna,9,,54-105,Wrocław, 
Pakosławska,21,,51-126,Wrocław, 
Żywiecka,18b,,54-031,Wrocław, 
Porębska,99,,54-046,Wrocław, 
Rdestowa,17,,54-530,Wrocław, 
Księgarska,2c,,51-180,Wrocław, 
Łubinowa,3g,,52-210,Wrocław, 
Radomska,6,,54-032,Wrocław, 
Generała Stanisława Grzmota-Skotnickiego,7,,52-203,Wrocław, 
Monte Cassino,39,,51-681,Wrocław, 
Agrestowa,53,,53-006,Wrocław, 
Aleja Tadeusza Boya-Żeleńskiego,49,,51-160,Wrocław, 
Głuszycka,20,,54-046,Wrocław, 
Jugosłowiańska,116a,,51-112,Wrocław, 
Starogajowa,50,,54-047,Wrocław, 
Mieczysława Orłowicza,4,,50-539,Wrocław, 
Stefanii Sempołowskiej,3,,51-660,Wrocław, 
Strońska,11,,50-540,Wrocław, 
Kołobrzeska,21,,54-313,Wrocław, 
Romualda Mielczarskiego,17,,51-663,Wrocław, 
Franciszka Stefczyka,65,,51-662,Wrocław, 
Henryka Michała Kamieńskiego,256,,51-126,Wrocław, 
Piotra Wysockiego,39,,51-692,Wrocław, 
Starodworska,14,,52-020,Wrocław, 
8 Maja,86,,51-671,Wrocław, 
Koreańska,67,,52-121,Wrocław, 
Ojca Beyzyma,11,,53-204,Wrocław, 
Piękna,58a,,50-506,Wrocław, 
Stanisława Moniuszki,33a,,51-610,Wrocław, 
Pedagogiczna,2a,,51-213,Wrocław, 
Lakiernicza,4,,53-205,Wrocław, 
Kwidzyńska,3,,51-415,Wrocław, 
Zielonego Dębu,9b,,51-621,Wrocław, 
Stefana Drzewieckiego,55,,54-129,Wrocław, 
Żelazna,52,,53-428,Wrocław, 
Opłotkowa,2,,51-007,Wrocław, 
Księgowa,13,,53-225,Wrocław, 
Torfowa,22,,51-170,Wrocław, 
Meliorancka,15,,51-180,Wrocław, 
Tapicerska,16,,53-205,Wrocław, 
Inflancka,17,,51-354,Wrocław, 
Karola Adamieckiego,3b,,52-435,Wrocław, 
Piotra Ignuta,97,,54-151,Wrocław, 
Augusta Cieszkowskiego,12a,,51-604,Wrocław, 
Mazepy,9,,51-347,Wrocław, 
Franciszka Hynka,6,,54-129,Wrocław, 
Szwedzka,17b,,54-401,Wrocław, 
Nasienna,27,,54-110,Wrocław, 
Żytnia,9,,53-506,Wrocław, 
Henryka Sienkiewicza,119,,50-346,Wrocław, 
Drohobycka,18d,,54-620,Wrocław, 
Witolda Wojtkiewicza,32,,51-639,Wrocław, 
Torowa,19,,51-125,Wrocław, 
Generała Tadeusza Bora-Komorowskiego,14,,51-210,Wrocław, 
Gorlicka,34,,51-314,Wrocław, 
Turoszowska,11a,,54-106,Wrocław, 
Rędzińska,53-55,,54-106,Wrocław, 
Krotoszyńska,29a,,51-009,Wrocław, 
Jeleniogórska,14,,54-056,Wrocław, 
Generała Józefa Haukego-Bosaka,9c,,50-447,Wrocław, 
Walentego Roździeńskiego,2a,,54-515,Wrocław, 
Inowrocławska,21d,,53-653,Wrocław, 
Świętej Katarzyny,17,,50-152,Wrocław, 
Jana Amosa Komeńskiego,29,,54-514,Wrocław, 
Kazimierza Wielkiego,40,,50-077,Wrocław, 
Sasankowa,4a,,51-252,Wrocław, 
Bezpieczna,26,,51-114,Wrocław, 
Podolska,12,,54-620,Wrocław, 
Ostrzeszowska,9,,51-010,Wrocław, 
Seledynowa,28,,54-046,Wrocław, 
Hiszpańska,13,,54-409,Wrocław, 
Ołtaszyńska,38,,53-010,Wrocław, 
Henryka Michała Kamieńskiego,106,,51-124,Wrocław, 
Aleja Armii Krajowej,22,,50-541,Wrocław, 
Ołtaszyńska,93,,53-034,Wrocław, 
Marcina Bukowskiego,102,,52-418,Wrocław, 
Krzemieniecka,59a,,54-613,Wrocław, 
Potokowa,16,,54-105,Wrocław, 
Dolnobrzeska,46f,,54-072,Wrocław, 
Nadolicka,17,,51-523,Wrocław, 
Sygnałowa,2,,52-130,Wrocław, 
Jedności Narodowej,67,,50-262,Wrocław, 
Lidzbarska,23,,54-111,Wrocław, 
Wilcza,25b,,50-429,Wrocław, 
Adama Uznańskiego,26c,,50-570,Wrocław, 
Długa,18,,53-658,Wrocław, 
Osiedlowa,50,,54-614,Wrocław, 
Generała Leopolda Okulickiego,3,,51-216,Wrocław, 
Stanisława Grochowiaka,5,,51-142,Wrocław, 
Przylaszczkowa,51,,51-250,Wrocław, 
Kamieniecka,23,,50-511,Wrocław, 
Narcyzowa,3,,53-225,Wrocław, 
Stefana Czarnieckiego,7,,53-650,Wrocław, 
Dworska,3f,,54-144,Wrocław, 
Aleja Pracy,41,,53-231,Wrocław, 
Amarantowa,20,,54-044,Wrocław, 
Berberysowa,67,,54-515,Wrocław, 
Ignacego Daszyńskiego,53,,50-310,Wrocław, 
Wileńska,8,,52-113,Wrocław, 
Miechowska,32,,54-032,Wrocław, 
Ukraińska,4d,,54-401,Wrocław, 
Jugosłowiańska,136,,51-112,Wrocław, 
Tadeusza Zielińskiego,67,,53-523,Wrocław, 
Miłostowska,40,,51-315,Wrocław, 
Ołtaszyńska,79,,53-034,Wrocław, 
Księdza Piotra Wawrzyniaka,25,,53-022,Wrocław, 
Widawska,28a,,51-230,Wrocław, 
Księdza Piotra Wawrzyniaka,11,,53-022,Wrocław, 
Lipska,9d,,51-003,Wrocław, 
Artura Grottgera,7,,51-630,Wrocław, 
Warciańska,28,,54-128,Wrocław, 
Słowiańska,29,,50-234,Wrocław, 
Braci Gierymskich,75,,51-640,Wrocław, 
Władysława Syrokomli,36,,51-141,Wrocław, 
Andrzeja Kmicica,40,,54-514,Wrocław, 
Młodzieżowa,12h,,54-020,Wrocław, 
Borowska,104,,50-552,Wrocław, 
Rynek,7,,50-106,Wrocław, 
Przemkowska,20,,54-426,Wrocław, 
Niedźwiedzia,47,,54-232,Wrocław, 
Mikołaja Reja,80,,50-343,Wrocław, 
Sezamkowa,22,,52-317,Wrocław, 
Czesława Tańskiego,21,,54-129,Wrocław, 
Holenderska,3,,54-403,Wrocław, 
Litomska,57,,53-641,Wrocław, 
Ostrowska,30a,,51-005,Wrocław, 
Kwiska,132,,54-210,Wrocław, 
Ewy i Karola Maleczyńskich,66,,52-428,Wrocław, 
Jedności Narodowej,182,,50-302,Wrocław, 
Róży Wiatrów,3,,53-023,Wrocław, 
Sowia,32,,53-024,Wrocław, 
Kołodziejska,15,,51-514,Wrocław, 
Miechowska,26,,54-032,Wrocław, 
Bohdana Zaleskiego,10a,,51-138,Wrocław, 
Dworska,1a,,54-144,Wrocław, 
Żywopłotowa,3,,51-007,Wrocław, 
Pułtuska,41,,53-116,Wrocław, 
Dobrzyńska,21-23,,50-403,Wrocław, 
