StreetName,buldingNr,apartmentNr,postalCode,city,district
Białych Brzóz,11,,05-870,Bramki, 
Chabrowa,11,,05-870,Bramki, 
Cisowa,11,,05-870,Bieniewice, 
Działkowa,11,,05-870,Bieniewice, 
Długa,11,,05-870,Bramki, 
Górna,11,,05-870,Żukówka, 
Harcerska,11,,05-870,Błonie, 
Henryka Karczewskiego,11,,05-870,Błonie, 
Jodłowa,11,,05-870,Bieniewice, 
Konwaliowa,11,,05-870,Bramki, 
Kręta,11,,05-870,Bramki, 
Księcia Józefa Poniatowskiego,11,,05-870,Błonie, 
Kwiatowa,11,,05-870,Błonie, 
Lesznowska,11,,05-870,Błonie, 
Miodowa,11,,05-870,Bieniewice, 
Okrężna,11,,05-870,Błonie, 
Osiedlowa,11,,05-870,Bieniewice, 
Plantowa,11,,05-870,Błonie, 
Powstańców,11,,05-870,Błonie, 
Północna,11,,05-870,Bramki, 
Rynek,11,,05-870,Błonie, 
Słowicza,11,,05-870,Bieniewice, 
Warszawska,11,,05-870,Błonie, 
Wesoła,11,,05-870,Bieniewice, 
Wiosenna,11,,05-870,Łaźniew, 
Wschodnia,11,,05-870,Bieniewice, 
Wąska,11,,05-870,Błonie, 
Zacisze,11,,05-870,Błonie, 
Zapomniana,11,,05-870,Błonie, 
Łódzka,11,,05-870,Bramki, 
Śląska,11,,05-870,Błonie, 
Świętego Andrzeja,11,,05-870,Bieniewice, 
Świętego Jana,11,,05-870,Bieniewice, 
Żukówka,11,,05-870,Żukówka, 
,11,,05-870,, 
,11,,05-870,, 
,11,,05-870,, 
,11,,05-870,, 
Bieniewicka,111,,05-870,Błonie, 
Błońska,111,,05-870,Bieniewice, 
Grzegorza Nowakowskiego,112,,05-870,Żukówka, 
Łąki,112,,05-870,Żukówka, 
Sochaczewska,113,,05-870,Błonie-Wieś, 
Błońska,115,,05-870,Bieniewice, 
Bieniewicka,117,,05-870,Błonie-Wieś, 
Błońska,117,,05-870,Bieniewice, 
Łąki,117,,05-870,Żukówka, 
Łąki,118,,05-870,Żukówka, 
Łąki,119,,05-870,Żukówka, 
Lesznowska,11A,,05-870,Błonie, 
Zaciszna,11B,,05-870,Bramki, 
Zaciszna,11D,,05-870,Bramki, 
Zaciszna,11F,,05-870,Bramki, 
Akacjowa,12,,05-870,Bieniewice, 
Dzikiej Róży,12,,05-870,Bieniewice, 
Długa,12,,05-870,Bramki, 
Edwarda Przybysza,12,,05-870,Błonie, 
Fabryczna,12,,05-870,Błonie, 
Faszczycka,12,,05-870,Błonie, 
Grodziska,12,,05-870,Błonie, 
Jaśminowa,12,,05-870,Błonie, 
Jodłowa,12,,05-870,Bieniewice, 
Kręta,12,,05-870,Bramki, 
Lesznowska,12,,05-870,Błonie, 
Mazowiecka,12,,05-870,Błonie, 
Miodowa,12,,05-870,Bieniewice, 
Nowomiejska,12,,05-870,Błonie, 
Plantowa,12,,05-870,Błonie, 
Przytulna,12,,05-870,Błonie, 
Sadowa,12,,05-870,Błonie, 
Sochaczewska,12,,05-870,Błonie, 
Stanisława Purzyckiego,12,,05-870,Bieniewice, 
Stanisława Staszica,12,,05-870,Błonie, 
Ukośna,12,,05-870,Bramki, 
Warszawska,12,,05-870,Błonie, 
Wierzbowa,12,,05-870,Błonie, 
Wschodnia,12,,05-870,Bieniewice, 
Zachodnia,12,,05-870,Bieniewice, 
Zacisze,12,,05-870,Błonie, 
Zaciszna,12,,05-870,Bramki, 
Łódzka,12,,05-870,Bramki, 
Śląska,12,,05-870,Błonie, 
Świętego Jana,12,,05-870,Bieniewice, 
,12,,05-870,, 
,12,,05-870,, 
,12,,05-870,, 
,12,,05-870,, 
,12,,05-870,, 
,12,,05-870,, 
Bieniewicka,121,,05-870,Błonie-Wieś, 
Bieniewicka,123,,05-870,Błonie-Wieś, 
Łąki,124,,05-870,Żukówka, 
Sochaczewska,127,,05-870,Błonie-Wieś, 
Bieniewicka,129,,05-870,Błonie-Wieś, 
Błońska,129,,05-870,Bieniewice, 
Emilii Plater,12A,,05-870,Błonie, 
Generała Józefa Sowińskiego,12A,,05-870,Błonie, 
Księcia Józefa Poniatowskiego,12A,,05-870,Błonie, 
Emilii Plater,12B,,05-870,Błonie, 
Marszałka Józefa Piłsudskiego,12G,,05-870,Błonie, 
Adama Mickiewicza,13,,05-870,Błonie, 
Bieniewicka,13,,05-870,Błonie, 
Chabrowa,13,,05-870,Bramki, 
Działkowa,13,,05-870,Bieniewice, 
Gwiaździsta,13,,05-870,Bieniewice, 
Harcerska,13,,05-870,Błonie, 
Henryka Karczewskiego,13,,05-870,Błonie, 
Jodłowa,13,,05-870,Bieniewice, 
Konwaliowa,13,,05-870,Bramki, 
Legionów,13,,05-870,Błonie, 
Miodowa,13,,05-870,Bieniewice, 
Passowska,13,,05-870,Błonie, 
Plantowa,13,,05-870,Błonie, 
Poziomkowa,13,,05-870,Bieniewice, 
Przesmyk,13,,05-870,Bramki, 
Rynek,13,,05-870,Błonie, 
Warszawska,13,,05-870,Błonie, 
Wschodnia,13,,05-870,Bieniewice, 
Zacisze,13,,05-870,Błonie, 
Świętego Andrzeja,13,,05-870,Bieniewice, 
Żukówka,13,,05-870,Żukówka, 
,13,,05-870,, 
,13,,05-870,, 
,13,,05-870,, 
,13,,05-870,, 
,13,,05-870,, 
,13,,05-870,, 
,13,,05-870,, 
,13,,05-870,, 
Błońska,133,,05-870,Bieniewice, 
Sochaczewska,135,,05-870,Błonie-Wieś, 
Legionów,13A,,05-870,Błonie, 
Zaciszna,13B,,05-870,Bramki, 
,13B,,05-870,, 
Zaciszna,13D,,05-870,Bramki, 
Adama Mickiewicza,14,,05-870,Błonie, 
Błońska,14,,05-870,Bieniewice, 
Dzikiej Róży,14,,05-870,Bieniewice, 
Długa,14,,05-870,Bramki, 
Fabryczna,14,,05-870,Błonie, 
Generała Józefa Sowińskiego,14,,05-870,Błonie, 
Gwiaździsta,14,,05-870,Bieniewice, 
Jaśminowa,14,,05-870,Błonie, 
Jodłowa,14,,05-870,Bieniewice, 
Księcia Józefa Poniatowskiego,14,,05-870,Błonie, 
Lesznowska,14,,05-870,Błonie, 
Mazowiecka,14,,05-870,Błonie, 
Mikołaja Kopernika,14,,05-870,Błonie, 
Milenijna,14,,05-870,Bramki, 
Nowomiejska,14,,05-870,Błonie, 
Polowa,14,,05-870,Bieniewice, 
Północna,14,,05-870,Bramki, 
Rynek,14,,05-870,Błonie, 
Stanisława Purzyckiego,14,,05-870,Bieniewice, 
Ukośna,14,,05-870,Bramki, 
Wesoła,14,,05-870,Bieniewice, 
Wschodnia,14,,05-870,Bieniewice, 
Zachodnia,14,,05-870,Bieniewice, 
Łódzka,14,,05-870,Bramki, 
Świętego Jana,14,,05-870,Bieniewice, 
Żukówka,14,,05-870,Żukówka, 
,14,,05-870,, 
,14,,05-870,, 
,14,,05-870,, 
,14,,05-870,, 
,14,,05-870,, 
,14,,05-870,, 
Bieniewicka,141,,05-870,Błonie-Wieś, 
Błońska,141,,05-870,Bieniewice, 
Błońska,149,,05-870,Bieniewice, 
Błońska,149A,,05-870,Bieniewice, 
Grodziska,14A,,05-870,Błonie, 
Księcia Józefa Poniatowskiego,14A,,05-870,Błonie, 
,14A,,05-870,, 
Adama Mickiewicza,15,,05-870,Błonie, 
Bieniewicka,15,,05-870,Błonie, 
Długa,15,,05-870,Bramki, 
Gwiaździsta,15,,05-870,Bieniewice, 
Henryka Karczewskiego,15,,05-870,Błonie, 
Księcia Józefa Poniatowskiego,15,,05-870,Błonie, 
Mała,15,,05-870,Błonie, 
Mikołaja Kopernika,15,,05-870,Błonie, 
Miła,15,,05-870,Bieniewice, 
Passowska,15,,05-870,Błonie, 
Piaskowa,15,,05-870,Błonie, 
Poziomkowa,15,,05-870,Bieniewice, 
Północna,15,,05-870,Bramki, 
Rynek,15,,05-870,Błonie, 
Solidarności,15,,05-870,Błonie, 
Stanisława Purzyckiego,15,,05-870,Bieniewice, 
Słowicza,15,,05-870,Bieniewice, 
Towarowa,15,,05-870,Błonie, 
Warszawska,15,,05-870,Błonie, 
Wschodnia,15,,05-870,Bieniewice, 
Zacisze,15,,05-870,Błonie, 
Zaciszna,15,,05-870,Bramki, 
Łódzka,15,,05-870,Bramki, 
Świętego Andrzeja,15,,05-870,Bieniewice, 
Świętego Jana,15,,05-870,Bieniewice, 
Żukówka,15,,05-870,Żukówka, 
,15,,05-870,, 
,15,,05-870,, 
,15,,05-870,, 
,15,,05-870,, 
,15,,05-870,, 
,15,,05-084,, 
Bieniewicka,151,,05-870,Błonie-Wieś, 
Bieniewicka,153,,05-870,Błonie-Wieś, 
Bieniewicka,155,,05-870,Błonie-Wieś, 
Bieniewicka,157,,05-870,Błonie-Wieś, 
Błońska,157,,05-870,Bieniewice, 
Błońska,159,,05-870,Bieniewice, 
Adama Mickiewicza,15A,,05-870,Błonie, 
Lesznowska,15A,,05-870,Błonie, 
Mikołaja Kopernika,15A,,05-870,Błonie, 
Rynek,15a,,05-870,Błonie, 
,15A,,05-870,, 
Adama Mickiewicza,15B,,05-870,Błonie, 
Mikołaja Kopernika,15B,,05-870,Błonie, 
Mikołaja Kopernika,15C,,05-870,Błonie, 
Adama Mickiewicza,16,,05-870,Błonie, 
Arona Engelmana,16,,05-870,Błonie, 
Dzikiej Róży,16,,05-870,Bieniewice, 
Gimnazjalna,16,,05-870,Bieniewice, 
Jodłowa,16,,05-870,Bieniewice, 
Marszałka Józefa Piłsudskiego,16,,05-870,Błonie, 
Mała,16,,05-870,Błonie, 
Milenijna,16,,05-870,Bramki, 
Pogodna,16,,05-870,Błonie, 
Rynek,16,,05-870,Błonie, 
Sochaczewska,16,,05-870,Błonie, 
Spacerowa,16,,05-870,Błonie, 
Stanisława Purzyckiego,16,,05-870,Bieniewice, 
Ukośna,16,,05-870,Bramki, 
Warszawska,16,,05-870,Błonie, 
Wierzbowa,16,,05-870,Błonie, 
Zacisze,16,,05-870,Błonie, 
Łódzka,16,,05-870,Bramki, 
Świętego Jana,16,,05-870,Bieniewice, 
,16,,05-870,, 
,16,,05-870,, 
,16,,05-870,, 
,16,,05-870,, 
,16,,05-870,, 
,16,,05-870,, 
,16,,05-870,, 
Błońska,161,,05-870,Bieniewice, 
Błońska,162,,05-870,Bieniewice, 
Błońska,163,,05-870,Bieniewice, 
Błońska,165,,05-870,Bieniewice, 
Błońska,167,,05-870,Bieniewice, 
Bieniewicka,16A,,05-870,Błonie, 
Warszawska,16A,,05-870,Błonie, 
Łąki,16A,,05-870,Żukówka, 
,16A,,05-870,, 
Akacjowa,17,,05-870,Bieniewice, 
Jodłowa,17,,05-870,Bieniewice, 
Legionów,17,,05-870,Błonie, 
Miła,17,,05-870,Bieniewice, 
Piaskowa,17,,05-870,Błonie, 
Poznańska,17,,05-870,Błonie, 
Północna,17,,05-870,Bramki, 
Rynek,17,,05-870,Błonie, 
Stanisława Purzyckiego,17,,05-870,Bieniewice, 
Szkolna,17,,05-870,Błonie, 
Słowicza,17,,05-870,Bieniewice, 
Towarowa,17,,05-870,Błonie, 
Uśmiech,17,,05-870,Błonie, 
Warszawska,17,,05-870,Błonie, 
Wschodnia,17,,05-870,Bieniewice, 
Zacisze,17,,05-870,Błonie, 
Zaciszna,17,,05-870,Bramki, 
Świętego Andrzeja,17,,05-870,Bieniewice, 
Żukówka,17A,,05-870,Żukówka, 
,17,,05-870,, 
,17,,05-870,, 
,17,,05-870,, 
,17,,05-870,, 
,17,,05-870,, 
Błońska,173,,05-870,Bieniewice, 
Lesznowska,17A,,05-870,Błonie, 
Poznańska,17A,,05-870,Błonie, 
Zachodnia,17A,,05-870,Bieniewice, 
,17A,,05-870,, 
,17A,,05-870,, 
Poznańska,17B,,05-870,Błonie, 
Świętego Jana,17B,,05-870,Bieniewice, 
Świętego Jana,17E,,05-870,Bieniewice, 
Świętego Jana,17I,,05-870,Bieniewice, 
Świętego Jana,17N,,05-870,Bieniewice, 
Adama Mickiewicza,18,,05-870,Błonie, 
Arona Engelmana,18,,05-870,Błonie, 
Białych Brzóz,18,,05-870,Bramki, 
Gimnazjalna,18,,05-870,Bieniewice, 
Grodziska,18,,05-870,Błonie, 
Górna,18,,05-870,Żukówka, 
Kościelna,18,,05-870,Bramki, 
Księcia Józefa Poniatowskiego,18,,05-870,Błonie, 
Lesznowska,18,,05-870,Błonie, 
Milenijna,18,,05-870,Bramki, 
Modlińska,18,,05-870,Błonie, 
Polowa,18,,05-870,Bieniewice, 
Południowa,18,,05-870,Bieniewice, 
Stanisława Moniuszki,18,,05-870,Błonie, 
Strażacka,18,,05-870,Bieniewice, 
Warszawska,18,,05-870,Błonie, 
Wierzbowa,18,,05-870,Błonie, 
Łódzka,18,,05-870,Bramki, 
Świętego Jana,18,,05-870,Bieniewice, 
,18,,05-870,, 
,18,,05-870,, 
,18,,05-870,, 
,18,,05-870,, 
,18,,05-870,, 
,18,,05-870,, 
,18,,05-870,, 
Górna,18A,,05-870,Żukówka, 
Bieniewicka,19,,05-870,Błonie, 
Długa,19,,05-870,Bramki, 
Jodłowa,19,,05-870,Bieniewice, 
Legionów,19,,05-870,Błonie, 
Piaskowa,19,,05-870,Błonie, 
Poziomkowa,19,,05-870,Bieniewice, 
Północna,19,,05-870,Bramki, 
Spokojna,19,,05-870,Bieniewice, 
Stanisława Purzyckiego,19,,05-870,Bieniewice, 
Słowicza,19,,05-870,Bieniewice, 
Uśmiech,19,,05-870,Błonie, 
Warszawska,19,,05-870,Błonie, 
Wschodnia,19,,05-870,Bieniewice, 
Zachodnia,19,,05-870,Bieniewice, 
Zacisze,19,,05-870,Błonie, 
Świętego Andrzeja,19,,05-870,Bieniewice, 
Świętego Jana,19,,05-870,Bieniewice, 
,19,,05-870,, 
,19,,05-870,, 
,19,,05-870,, 
Passowska,1A,,05-870,Błonie, 
Warszawska,1A,,05-870,Błonie, 
,1A,,05-870,, 
,1A,,05-870,, 
Romualda Traugutta,1B,,05-870,Błonie, 
,1B,,05-870,, 
Dzikiej Róży,1C,,05-870,Bieniewice, 
Romualda Traugutta,1C,,05-870,Błonie, 
Akacjowa,2,,05-870,Bieniewice, 
Błońska,2,,05-870,Bieniewice, 
Chabrowa,2,,05-870,Bramki, 
Fiołkowa,2,,05-870,Bieniewice, 
Graniczna,2,,05-870,Błonie, 
Jodłowa,2,,05-870,Bieniewice, 
Kasztanowa,2,,05-870,Bramki, 
Konwaliowa,2,,05-870,Bramki, 
Krzywa,2,,05-870,Błonie, 
Kwiatowa,2,,05-870,Błonie, 
Macieja z Błonia,2,,05-870,Błonie, 
Waleriana Łukasińskiego,2,,05-870,Błonie, 
Masztowa,2,,05-870,Bramki, 
Mała,2,,05-870,Błonie, 
Milenijna,2,,05-870,Bramki, 
Miodowa,2,,05-870,Bieniewice, 
Miła,2,,05-870,Bieniewice, 
Modlińska,2,,05-870,Błonie, 
Niecała,2,,05-870,Błonie, 
Ogrodowa,2,,05-870,Błonie, 
Okrężna,2,,05-870,Błonie, 
Orzechowa,2,,05-870,Bieniewice, 
Parkowa,2,,05-870,Błonie, 
Passowska,2,,05-870,Błonie, 
Plantowa,2,,05-870,Błonie, 
Pogodna,2,,05-870,Błonie, 
Poprzeczna,2,,05-870,Błonie, 
Poznańska,2,,05-870,Błonie, 
Północna,2,,05-870,Bramki, 
Romualda Traugutta,2,,05-870,Błonie, 
Skrajna,2,,05-870,Bramki, 
Stanisława Moniuszki,2,,05-870,Błonie, 
Stanisława Purzyckiego,2,,05-870,Bieniewice, 
Słowicza,2,,05-870,Bieniewice, 
Tadeusza Kościuszki,2,,05-870,Błonie, 
Warszawska,2,,05-870,Błonie, 
Wierzbowa,2,,05-870,Błonie, 
Wiosenna,2,,05-870,Łaźniew, 
Wschodnia,2,,05-870,Bieniewice, 
Zachodnia,2,,05-870,Bieniewice, 
Zaciszna,2,,05-870,Bramki, 
Zapomniana,2,,05-870,Błonie, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
,2,,05-870,, 
Adama Mickiewicza,20,,05-870,Błonie, 
Białych Brzóz,20,,05-870,Bramki, 
Dzikiej Róży,20,,05-870,Bieniewice, 
Długa,20,,05-870,Bramki, 
Gimnazjalna,20,,05-870,Bieniewice, 
Jasna,20,,05-870,Błonie, 
Jaśminowa,20,,05-870,Błonie, 
Kolejowa,20,,05-870,Błonie, 
Marszałka Józefa Piłsudskiego,20,,05-870,Błonie, 
Mazowiecka,20,,05-870,Błonie, 
Mokra,20,,05-870,Błonie, 
Pogodna,20,,05-870,Błonie, 
Polowa,20,,05-870,Bieniewice, 
Sochaczewska,20,,05-870,Błonie, 
Strażacka,20,,05-870,Bieniewice, 
Świętego Jana,20,,05-870,Bieniewice, 
,20,,05-870,, 
,20,,05-870,, 
,20,,05-870,, 
,20,,05-870,, 
,20,,05-870,, 
Arona Engelmana,20A,,05-870,Błonie, 
Górna,20A,,05-870,Żukówka, 
Ignacego Krasickiego,20A,,05-870,Błonie, 
,20A,,05-870,, 
,20B,,05-870,, 
Lesznowska,20D,,05-870,Błonie, 
Długa,21,,05-870,Bramki, 
Grzegorza Nowakowskiego,21,,05-870,Błonie, 
Górna,21,,05-870,Żukówka, 
Jaśminowa,21,,05-870,Błonie, 
Kwiatowa,21,,05-870,Błonie, 
Mikołaja Kopernika,21,,05-870,Błonie, 
Piaskowa,21,,05-870,Błonie, 
Północna,21,,05-870,Bramki, 
Solidarności,21,,05-870,Błonie, 
Spokojna,21,,05-870,Bieniewice, 
Stanisława Moniuszki,21,,05-870,Błonie, 
Towarowa,21,,05-870,Błonie, 
Warszawska,21,,05-870,Błonie, 
Wiosenna,21,,05-870,Łaźniew, 
Zacisze,21,,05-870,Błonie, 
Zaciszna,21,,05-870,Bramki, 
Świętego Andrzeja,21,,05-870,Bieniewice, 
Świętego Jana,21,,05-870,Bieniewice, 
,21,,05-870,, 
,21,,05-870,, 
,21,,05-870,, 
,21,,05-870,, 
Emilii Plater,21A,,05-870,Błonie, 
Szkolna,21A,,05-870,Błonie, 
Księcia Józefa Poniatowskiego,21B,,05-870,Błonie, 
Adama Mickiewicza,22,,05-870,Błonie, 
Bajeczna,22,,05-870,Bramki, 
Błońska,22,,05-870,Bieniewice, 
Kolejowa,22,,05-870,Błonie, 
Malownicza,22,,05-870,Bramki, 
Mazowiecka,22,,05-870,Błonie, 
Mikołaja Kopernika,22,,05-870,Błonie, 
Polowa,22,,05-870,Bieniewice, 
Północna,22,,05-870,Bramki, 
Stanisława Staszica,22,,05-870,Błonie, 
Słoneczna,22,,05-870,Błonie, 
Zachodnia,22,,05-870,Bieniewice, 
Łódzka,22,,05-870,Bramki, 
Świętego Jana,22,,05-870,Bieniewice, 
,22,,05-870,, 
,22,,05-870,, 
,22,,05-870,, 
Księcia Józefa Poniatowskiego,22A,,05-870,Błonie, 
Sochaczewska,22a,,05-870,Błonie, 
Słoneczna,22A,,05-870,Błonie, 
Księcia Józefa Poniatowskiego,22C,,05-870,Błonie, 
3 Maja,23,,05-870,Błonie, 
Gimnazjalna,23,,05-870,Bieniewice, 
Grzegorza Nowakowskiego,23,,05-870,Błonie, 
Gwiaździsta,23,,05-870,Bieniewice, 
Górna,23,,05-870,Żukówka, 
Kwiatowa,23,,05-870,Błonie, 
Piaskowa,23,,05-870,Błonie, 
Stanisława Purzyckiego,23,,05-870,Bieniewice, 
Warszawska,23,,05-870,Błonie, 
Zaciszna,23,,05-870,Bramki, 
Łódzka,23,,05-870,Bramki, 
,23,,05-870,, 
,23,,05-870,, 
,23,,05-870,, 
,23,,05-870,, 
,23,,05-870,, 
,23,,05-870,, 
Gimnazjalna,23A,,05-870,Bieniewice, 
Świętego Andrzeja,23A,,05-870,Bieniewice, 
,23A,,05-870,, 
Adama Mickiewicza,24,,05-870,Błonie, 
Malownicza,24,,05-870,Bramki, 
Mazowiecka,24,,05-870,Błonie, 
Polowa,24,,05-870,Bieniewice, 
Północna,24,,05-870,Bramki, 
Sochaczewska,24,,05-870,Błonie, 
Zacisze,24,,05-870,Błonie, 
Świętego Jana,24,,05-870,Bieniewice, 
Żukówka,24,,05-870,Żukówka, 
,24,,05-870,, 
,24,,05-870,, 
,24,,05-870,, 
,24,,05-870,, 
,24,,05-870,, 
,24,,05-870,, 
Księcia Józefa Poniatowskiego,24A,,05-870,Błonie, 
Żukówka,24A,,05-870,Żukówka, 
Akacjowa,25,,05-870,Bieniewice, 
Błońska,25,,05-870,Bieniewice, 
Górna,25,,05-870,Żukówka, 
Malownicza,25,,05-870,Bramki, 
Marszałka Józefa Piłsudskiego,25,,05-870,Błonie, 
Mokra,25,,05-870,Błonie, 
Powstańców,25,,05-870,Błonie, 
Spokojna,25,,05-870,Bieniewice, 
Stanisława Purzyckiego,25,,05-870,Bieniewice, 
Zacisze,25,,05-870,Błonie, 
Zaciszna,25,,05-870,Bramki, 
Łódzka,25,,05-870,Bramki, 
Świętego Andrzeja,25,,05-870,Bieniewice, 
,25,,05-870,, 
,25,,05-870,, 
,25,,05-870,, 
,25,,05-870,, 
,25,,05-870,, 
Arona Engelmana,26,,05-870,Błonie, 
Białych Brzóz,26,,05-870,Bramki, 
Górna,26,,05-870,Żukówka, 
Malownicza,26,,05-870,Bramki, 
Marszałka Józefa Piłsudskiego,26,,05-870,Błonie, 
Polowa,26,,05-870,Bieniewice, 
Sochaczewska,26,,05-870,Błonie, 
Łąki,26,,05-870,Żukówka, 
Świętego Jana,26,,05-870,Bieniewice, 
,26,,05-870,, 
,26,,05-870,, 
,26,,05-870,, 
,26,,05-870,, 
,26,,05-870,, 
Bieniewicka,26A,,05-870,Błonie, 
Lesznowska,26A,,05-870,Błonie, 
Bieniewicka,27,,05-870,Błonie, 
Gimnazjalna,27,,05-870,Bieniewice, 
Gwiaździsta,27,,05-870,Bieniewice, 
Górna,27,,05-870,Żukówka, 
Malownicza,27,,05-870,Bramki, 
Polna,27,,05-870,Błonie, 
Sochaczewska,27,,05-870,Błonie, 
Stanisława Staszica,27,,05-870,Błonie, 
Zacisze,27,,05-870,Błonie, 
Zaciszna,27,,05-870,Bramki, 
,27,,05-870,, 
,27,,05-870,, 
,27,,05-870,, 
,27,,05-870,, 
,27,,05-870,, 
,27D,,05-870,, 
,27G,,05-870,, 
Bieniewicka,28,,05-870,Błonie, 
Gimnazjalna,28,,05-870,Bieniewice, 
Mazowiecka,28,,05-870,Błonie, 
Sochaczewska,28,,05-870,Błonie, 
Spacerowa,28,,05-870,Błonie, 
Towarowa,28,,05-870,Błonie, 
Łąki,28,,05-870,Żukówka, 
Świętego Jana,28,,05-870,Bieniewice, 
,28,,05-870,, 
,28,,05-870,, 
3 Maja,29,,05-870,Błonie, 
Bieniewicka,29,,05-870,Błonie, 
Dzikiej Róży,29,,05-870,Bieniewice, 
Fabryczna,29,,05-870,Błonie, 
Grodziska,29,,05-870,Żukówka, 
Górna,29,,05-870,Żukówka, 
Mazowiecka,29,,05-870,Błonie, 
Piaskowa,29,,05-870,Błonie, 
Powstańców,29,,05-870,Błonie, 
Warszawska,29,,05-870,Błonie, 
Zaciszna,29,,05-870,Bramki, 
Łódzka,29,,05-870,Bramki, 
Świętego Jana,29,,05-870,Bieniewice, 
Żukówka,29,,05-870,Żukówka, 
,29,,05-870,, 
,29,,05-870,, 
,29,,05-870,, 
,29A,,05-870,, 
,29B,,05-870,, 
Bieniewicka,2A,,05-870,Błonie, 
Malownicza,2A,,05-870,Bramki, 
Passowska,2A,,05-870,Błonie, 
,2A,,05-870,, 
,2A,,05-870,, 
,2A,,05-084,, 
,2B,,05-870,, 
,2C,,05-084,, 
Akacjowa,3,,05-870,Bieniewice, 
Bajeczna,3,,05-870,Bramki, 
Bieniewicka,3,,05-870,Błonie, 
Błońska,3,,05-870,Bieniewice, 
Calineczki,3,,05-870,Bramki, 
Chabrowa,3,,05-870,Bramki, 
Cisowa,3,,05-870,Bieniewice, 
Dworcowa,3,,05-870,Bramki, 
Działkowa,3,,05-870,Bieniewice, 
Długa,3,,05-870,Bramki, 
Faszczycka,3,,05-870,Błonie, 
Grażyny,3,,05-870,Błonie, 
Gwiaździsta,3,,05-870,Bieniewice, 
Jaśminowa,3,,05-870,Błonie, 
Jodłowa,3,,05-870,Bieniewice, 
Księcia Józefa Poniatowskiego,3,,05-870,Błonie, 
Kwiatowa,3,,05-870,Błonie-Wieś, 
Lesznowska,3,,05-870,Błonie, 
Leśna,3,,05-870,Bramki, 
Malownicza,3,,05-870,Bramki, 
Mała,3,,05-870,Błonie, 
Mikołaja Kopernika,3,,05-870,Błonie, 
Miodowa,3,,05-870,Bieniewice, 
Miła,3,,05-870,Bieniewice, 
Orzechowa,3,,05-870,Bieniewice, 
Osiedlowa,3,,05-870,Bieniewice, 
Plantowa,3,,05-870,Błonie, 
Powstańców,3,,05-870,Błonie, 
Poziomkowa,3,,05-870,Bieniewice, 
Północna,3,,05-870,Bramki, 
Sochaczewska,3,,05-870,Błonie, 
Stanisława Purzyckiego,3,,05-870,Bieniewice, 
Stefana Szparagi,3,,05-870,Błonie, 
Stefana Żeromskiego,3,,05-870,Błonie, 
Tadeusza Kościuszki,3,,05-870,Błonie, 
Ukośna,3,,05-870,Bramki, 
Urocza,3,,05-870,Bramki, 
Warszawska,3,,05-870,Błonie, 
Wiosenna,3,,05-870,Łaźniew, 
Wschodnia,3,,05-870,Bieniewice, 
Zachodnia,3,,05-870,Bieniewice, 
Łódzka,3,,05-870,Bramki, 
Świerkowa,3,,05-870,Bieniewice, 
Świętego Jana,3,,05-870,Bieniewice, 
,3,,05-870,, 
,3,,05-870,, 
,3,,05-870,, 
,3,,05-870,, 
Błońska,30,,05-870,Bieniewice, 
Długa,30,,05-870,Bramki, 
Gimnazjalna,30,,05-870,Bieniewice, 
Grzegorza Nowakowskiego,30,,05-870,Błonie, 
Marszałka Józefa Piłsudskiego,30,,05-870,Błonie, 
Ogrodowa,30,,05-870,Błonie, 
Piaskowa,30,,05-870,Błonie, 
Polowa,30,,05-870,Bieniewice, 
Sochaczewska,30,,05-870,Błonie, 
Towarowa,30,,05-870,Błonie, 
Świętego Jana,30,,05-870,Bieniewice, 
,30,,05-870,, 
,30,,05-870,, 
,30,,05-870,, 
,30,,05-870,, 
,30,,05-870,, 
,30A,,05-870,, 
Bieniewicka,31,,05-870,Błonie, 
Fabryczna,31,,05-870,Błonie, 
Gimnazjalna,31,,05-870,Bieniewice, 
Grodziska,31,,05-870,Żukówka, 
Gwiaździsta,31,,05-870,Bieniewice, 
Marszałka Józefa Piłsudskiego,31,,05-870,Błonie, 
Powstańców,31,,05-870,Błonie, 
Warszawska,31,,05-870,Błonie, 
Świętego Jana,31,,05-870,Bieniewice, 
Żukówka,31,,05-870,Żukówka, 
,31,,05-870,, 
,31,,05-870,, 
Faszczycka,31A,,05-870,Błonie, 
,31B,,05-870,, 
Powstańców,31c,,05-870,Błonie, 
Marszałka Józefa Piłsudskiego,31E,,05-870,Błonie, 
Błońska,32,,05-870,Bieniewice, 
Długa,32,,05-870,Bramki, 
Henryka Karczewskiego,32,,05-870,Błonie, 
Kolejowa,32,,05-870,Błonie, 
Księcia Józefa Poniatowskiego,32,,05-870,Błonie, 
Marszałka Józefa Piłsudskiego,32,,05-870,Błonie, 
Spacerowa,32,,05-870,Błonie, 
Świętego Jana,32,,05-870,Bieniewice, 
,32,,05-870,, 
,32,,05-870,, 
Łąki,32A,,05-870,Żukówka, 
,32A,,05-870,, 
Grodziska,33,,05-870,Żukówka, 
Górna,33,,05-870,Żukówka, 
Harcerska,33,,05-870,Błonie, 
Józefa Niemstaka,33,,05-870,Błonie, 
